,0,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2022,2023
70,3. Thuế và các khoản phải nộp nhà nước,53010018504.0,82471454156.0,242917140667.0,189056164373.0,353374958348.0,242203522628.0,337468389390.0,297344146695.0,196311775347.0,250837100459.0,342476553769.0,320421087431.0,411222366924.0,554461605696.0,645972209996.0,517652708809.0,670648917592.0,1432356605157.0
71,4. Phải trả người lao động,38600724799.0,67208378634.0,72644756270.0,36336932140.0,165343313225.0,211764307064.0,342051528648.0,310779284729.0,506482831093.0,647441848103.0,826716964713.0,830413330203.0,1191302627829.0,1278884909353.0,1968364078549.0,2926228655285.0,3276698433947.0,3734341060086.0
72,5. Chi phí phải trả ngắn hạn,13379598833.0,459678582.0,78376658967.0,122981748223.0,126991982610.0,218871640449.0,196519022047.0,234919624218.0,447646454864.0,517896927838.0,602957629994.0,918418793263.0,837956702415.0,746853608766.0,762365483261.0,829126223397.0,807640094658.0,848293082410.0
73,6. Phải trả nội bộ ngắn hạn,,,86757990600.0,,,,,,,,,,,,,,,
74,7. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,,,10432220698.0,7364680088.0,11213656810.0,30226884835.0,16886638003.0,6475957808.0,28377082233.0,15756096426.0,18960567464.0,20380725175.0,46561518663.0,39251428042.0,64245054184.0,89224688468.0,78663541041.0,78456375540.0
75,8. Doanh thu chưa thực hiện ngắn hạn,,,,,,,,,,,1242029648962.0,1293630917628.0,1610921248698.0,1827319525947.0,1962878574530.0,2530369295558.0,3200401361855.0,3620205460042.0
76,9. Phải trả ngắn hạn khác,,,,,,,,,,,523625410753.0,439490212823.0,341063193828.0,387440116553.0,744816892234.0,555467321694.0,568807386283.0,1015101605957.0
77,10. Vay và nợ thuê tài chính ngắn hạn,,,,,,,,,,,9206666235567.0,4116988708324.0,6598868849348.0,7513635654008.0,12062410192740.0,17799441187777.0,10904344845014.0,13837894474107.0
78,11. Dự phòng phải trả ngắn hạn,,19739295271.0,22833740513.0,17733690720.0,22224921743.0,32544452120.0,24125222347.0,24077425262.0,52496233059.0,32252745918.0,7733835968.0,6051424047.0,31354115546.0,174566812252.0,211596795175.0,112413880560.0,251132995783.0,417401434437.0
79,12. Quỹ khen thưởng phúc lợi,,,,,,155375371131.0,,,,,318900001812.0,314115576923.0,453132851257.0,539417009210.0,652398099667.0,824708492832.0,1062521021900.0,1462636131060.0
80,13. Quỹ bình ổn giá,,,,,,,,,,,,,,,,,,
81,14. Giao dịch mua bán lại trái phiếu Chính phủ,,,,,,,,,,,,,,,,,,
82,II. Nợ dài hạn,124922390364.0,6918600000.0,66545631891.0,4928933811.0,1911659783683.0,2041307086753.0,241810388340.0,295414330982.0,247960183103.0,344002003261.0,955530859795.0,660955923353.0,530946393936.0,492617960249.0,763945324646.0,2518849630581.0,1773117351116.0,698142760439.0
83,1. Phải trả người bán dài hạn,,6918600000.0,,,,,,,,,,,,,,,,
84,2. Người mua trả tiền trước dài hạn,,,,,,,,,,,54229591822.0,40000000000.0,,,,,,
85,3. Chi phí phải trả dài hạn,,,,,,,,,,,,,,,,,,
86,4. Phải trả nội bộ về vốn kinh doanh,,,,,,,,,,,,,,,,,,
87,5. Phải trả nội bộ dài hạn,,,,,,,,,,,,,,,,,,
88,6. Doanh thu chưa thực hiện dài hạn,,,,,,,,,,,12305331089.0,47796539629.0,46805654155.0,42777167223.0,41124555530.0,94843849565.0,114879436367.0,132927038647.0
89,7. Phải trả dài hạn khác,,,10984589993.0,2895195181.0,16891790612.0,10294803322.0,196674666730.0,271774167660.0,191130136496.0,198449132073.0,148828875776.0,1525469921.0,108962237984.0,92105961472.0,38492884032.0,34908209574.0,28146819108.0,41914135058.0
90,8. Vay và nợ thuê tài chính dài hạn,124922390364.0,,54500667513.0,146775542.0,1892099273228.0,1800359913819.0,274583554.0,21804643161.0,55406052179.0,142418459294.0,732697612808.0,565209817637.0,366793322852.0,349769099942.0,677796913413.0,2296308493046.0,1477830333990.0,208074996962.0
91,9. Trái phiếu chuyển đổi,,,,,,,,,,,,,,,,,,
92,10. Cổ phiếu ưu đãi,,,,,,,,,,,,,,,,,,
93,11. Thuế thu nhập hoãn lại phải trả,,,,,,359264224.0,1848413023.0,,1138933402.0,2929410611.0,1666814550.0,2853492585.0,335327364.0,,258372310.0,87366215294.0,149305200735.0,245716712513.0
94,12. Dự phòng phải trả dài hạn,,,445879920.0,1114400506.0,1759554169.0,2936645570.0,557179639.0,59711127.0,12905000.0,12905000.0,5610537467.0,3378507298.0,7857755298.0,7773635329.0,6080503078.0,5230766819.0,2763464633.0,69317780976.0
95,13. Quỹ phát triển khoa học và công nghệ,,,,,,852579331.0,33343562178.0,1775809034.0,272156026.0,192096283.0,192096283.0,192096283.0,192096283.0,192096283.0,192096283.0,192096283.0,192096283.0,192096283.0
96,D.VỐN CHỦ SỞ HỮU,646790089398.0,1565842208518.0,1979408622819.0,2433246607770.0,3088332049246.0,3983400714548.0,5521004779653.0,6181762066438.0,7208664664472.0,7913345041820.0,11448075264819.0,13238376233773.0,14774970765111.0,16799289401006.0,18605667400728.0,21417985230037.0,25356124687812.0,29933011216233.0
97,I. Vốn chủ sở hữu,569136039234.0,1536765566283.0,1939481515112.0,2373482966468.0,2999500920696.0,3980650714548.0,5518254779653.0,6179012066438.0,7205914664472.0,7910595041820.0,11445325264819.0,13235626233773.0,14772220765111.0,16796539401006.0,18602917400728.0,21415235230037.0,25353374687812.0,29930261216233.0
98,1. Vốn góp của chủ sở hữu,547292000000.0,608102300000.0,923525790000.0,1411620740000.0,1438319670000.0,1934805170000.0,2160826760000.0,2738488330000.0,2752017550000.0,3439766000000.0,4594266840000.0,5309611050000.0,6136367720000.0,6783586880000.0,7839874860000.0,9075516490000.0,10970265720000.0,12699688750000.0
99,- Cổ phiếu phổ thông có quyền biểu quyết,,,,,,,,,,,4594266840000.0,5309611050000.0,6136367720000.0,6783586880000.0,7839874860000.0,9075516490000.0,10970265720000.0,12699688750000.0
100,- Cổ phiếu ưu đãi,,,,,,,,,,,,,,,,,,
101,2. Thặng dư vốn cổ phần,,524865861360.0,524865861360.0,54851281360.0,54851281360.0,60012320245.0,49546879484.0,49465703201.0,49465703201.0,49465703201.0,49465703201.0,49465703201.0,49465703201.0,49941441360.0,49713213411.0,49713213411.0,49713213411.0,49713213411.0
102,3. Quyền chọn chuyển đổi trái phiếu,,,,,,,,,,,,,,,,,,
103,4. Vốn khác của chủ sở hữu,,,,,,,,,,,56882670000.0,287829523052.0,667035271273.0,765332464859.0,920081410199.0,1178174776366.0,1179064868147.0,1928602158147.0
104,5. Cổ phiếu quỹ,,,-176000000.0,-1831500000.0,-2805550000.0,-692150000.0,-513440000.0,-794340000.0,-823760000.0,-823760000.0,-823760000.0,-823760000.0,-823760000.0,-823760000.0,-823760000.0,-823760000.0,,
105,6. Chênh lệch đánh giá lại tài sản,,,,,,,,,,,,,,,,,,
106,7. Chênh lệch tỷ giá hối đoái,,-10455488.0,-1024332674.0,3164755291.0,5986559541.0,17276091131.0,19393997526.0,27959758134.0,4302490092.0,-12569673745.0,-5875468099.0,10358539447.0,14965650460.0,-7773137062.0,13496751277.0,-22561932248.0,-40480690557.0,-17778502626.0
107,8. Quỹ đầu tư phát triển,109131197.0,13010863598.0,103009261.0,103009261.0,103009261.0,103009261.0,103009261.0,67103009261.0,78666938875.0,79400040851.0,126889833508.0,171160597046.0,222962521203.0,307526573229.0,442371579941.0,570491625643.0,1086270726048.0,1549850939920.0
108,9. Quỹ hỗ trợ sắp xếp doanh nghiệp,,,,,,,,,,,,,,,,,,
109,10. Quỹ khác thuộc vốn chủ sở hữu,,37502533397.0,60270389599.0,107565521411.0,,,,,,,87227200764.0,87230351424.0,87230283704.0,102985531790.0,87203093024.0,87203093024.0,87203093024.0,87203093024.0
110,11. Lợi nhuận sau thuế chưa phân phối,,353294463416.0,431916797566.0,798009159145.0,1391087804643.0,1856200376305.0,3173421484165.0,3181312460987.0,4207341884795.0,4268153638489.0,4614339862503.0,5511408650206.0,5293166046073.0,5960676956469.0,6390906128452.0,7000480585004.0,7711681484541.0,8674126708670.0
111,- LNST chưa phân phối lũy kế đến cuối kỳ trước,,,,,,,,,,,3083041592112.0,2188322453478.0,1777684826104.0,,2341050773902.0,3033395026256.0,4103787447601.0,4471895918464.0
112,- LNST chưa phân phối kỳ này,,,,,,,,,,,1531298270391.0,3323086196728.0,3515481219969.0,,4049855354550.0,3967085558748.0,3607894036940.0,4202230790206.0
113,12. Nguồn vốn đầu tư XDCB,,,,,,,,,,,,,,,,,,
114,13. Lợi ích cổ đông không kiểm soát,,,,,,,,,,,1922952382942.0,1809385579397.0,2301851329197.0,2835086450361.0,2860094124424.0,3477041138837.0,4309656273198.0,4958854855687.0
115,II. Nguồn kinh phí và quỹ khác,77654050164.0,29076642235.0,39927107707.0,59763641302.0,88831128550.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0
116,1. Nguồn kinh phí,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0
117,2. Nguồn kinh phí đã hình thành TSCĐ,,,,,,,,,,,,,,,,,,
118,TỔNG CỘNG NGUỒN VỐN,2219477118011.0,3409219504435.0,5356052345062.0,6124834156874.0,10395415418082.0,12304544443351.0,14943086539425.0,14209182622439.0,17570557253512.0,22658343950733.0,29833261814151.0,24999676895866.0,29757067149568.0,33394164263694.0,41734323235194.0,53697940895875.0,51650403735130.0,60282827532899.0
